SectionName,Material,Shape,t3,t2,tf,tw,Area,TorsConst,I33,I22,I23,AS2,AS3,S33,S22,Z33,Z22,R33,R22,ConcCol,ConcBeam,Color,TotalWt,TotalMass,FromFile,AMod,A2Mod,A3Mod,JMod,I2Mod,I3Mod,MMod,WMod,SectInFile,FileName,GUID,Notes
TUBO200X140X17.5,A992Fy50,Box/Tube,0.2,0.14,0.0175,0.0175,0.01068,0.00005735,0.00005403,0.00002982,0,0.007,0.0049,0.0005403,0.000426,0.0006853,0.0005252,0.071126569,0.052840655,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X168X14.2,A992Fy50,Box/Tube,0.24,0.168,0.0142,0.0142,0.01078,0.00009023,0.00008332,0.00004686,0,0.006816,0.004771,0.000694333,0.000557857,0.0008566,0.0006625,0.087915459,0.065931319,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X168X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X154X16,A992Fy50,Box/Tube,0.22,0.154,0.016,0.016,0.01094,0.00007416,0.0000691,0.00003851,0,0.00704,0.004928,0.000628182,0.00050013,0.0007854,0.0006048,0.079474968,0.059330512,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X154X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO380X190X10,A992Fy50,Box/Tube,0.38,0.19,0.01,0.01,0.011,0.0001613,0.0002078,0.00006981,0,0.0076,0.0038,0.001093684,0.000734842,0.001351,0.0008285,0.137444204,0.079664067,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO380X190X10,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X140X14.2,A992Fy50,Box/Tube,0.28,0.14,0.0142,0.0142,0.01112,0.00008109,0.000108,0.00003488,0,0.007952,0.003976,0.000771429,0.000498286,0.0009779,0.0005886,0.098550648,0.056006166,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X140X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X160X20,A992Fy50,Box/Tube,0.16,0.16,0.02,0.02,0.0112,0.00005488,0.00003733,0.00003733,0,0.0064,0.0064,0.000466625,0.000466625,0.000592,0.000592,0.057732449,0.057732449,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X160X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X196X12.5,A992Fy50,Box/Tube,0.28,0.196,0.0125,0.0125,0.01128,0.0001336,0.0001223,0.00006943,0,0.007,0.0049,0.000873571,0.000708469,0.001062,0.000825,0.104125879,0.078454712,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X196X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X180X17.5,A992Fy50,Box/Tube,0.18,0.18,0.0175,0.0175,0.01138,0.00007509,0.00005064,0.00005064,0,0.0063,0.0063,0.000562667,0.000562667,0.0006958,0.0006958,0.066707662,0.066707662,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X180X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X120X17.5,A992Fy50,Box/Tube,0.24,0.12,0.0175,0.0175,0.01138,0.00005601,0.00007722,0.00002407,0,0.0084,0.0042,0.0006435,0.000401167,0.000835,0.0004937,0.082374685,0.045990371,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X120X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X240X12.5,A992Fy50,Box/Tube,0.24,0.24,0.0125,0.0125,0.01138,0.0001472,0.00009842,0.00009842,0,0.006,0.006,0.000820167,0.000820167,0.0009714,0.0009714,0.092997345,0.092997345,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X240X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO320X160X12.5,A992Fy50,Box/Tube,0.32,0.16,0.0125,0.0125,0.01138,0.000113,0.0001481,0.00004874,0,0.008,0.004,0.000925625,0.00060925,0.001159,0.0007039,0.114079182,0.065444271,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO320X160X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X130X16,A992Fy50,Box/Tube,0.26,0.13,0.016,0.016,0.01146,0.00006916,0.00009361,0.00002972,0,0.00832,0.00416,0.000720077,0.000457231,0.0009234,0.0005511,0.090379267,0.050925124,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X130X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO140X140X25,A992Fy50,Box/Tube,0.14,0.14,0.025,0.025,0.0115,0.00003802,0.00002655,0.00002655,0,0.007,0.007,0.000379286,0.000379286,0.0005038,0.0005038,0.048048888,0.048048888,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO140X140X25,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X110X20,A992Fy50,Box/Tube,0.22,0.11,0.02,0.02,0.0116,0.00004469,0.00006359,0.00001926,0,0.0088,0.0044,0.000578091,0.000350182,0.000764,0.000445,0.074039831,0.040747329,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X110X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X126X22.2,A992Fy50,Box/Tube,0.18,0.126,0.022200001,0.022200001,0.01162,0.00004554,0.00004428,0.00002387,0,0.007992,0.005594,0.000492,0.000378889,0.0006455,0.0004887,0.061730635,0.045323469,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X126X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X220X14.2,A992Fy50,Box/Tube,0.22,0.22,0.0142,0.0142,0.01169,0.0001238,0.00008291,0.00008291,0,0.006248,0.006248,0.000753727,0.000753727,0.0009036,0.0009036,0.084216309,0.084216309,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X220X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X182X14.2,A992Fy50,Box/Tube,0.26,0.182,0.0142,0.0142,0.01175,0.0001168,0.0001076,0.00006068,0,0.007384,0.005169,0.000827692,0.000666813,0.001016,0.000787,0.09569455,0.071862753,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X182X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X200X16,A992Fy50,Box/Tube,0.2,0.2,0.016,0.016,0.01178,0.00009967,0.00006695,0.00006695,0,0.0064,0.0064,0.0006695,0.0006695,0.0008146,0.0008146,0.075388074,0.075388074,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X200X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X154X17.5,A992Fy50,Box/Tube,0.22,0.154,0.0175,0.0175,0.01187,0.00007888,0.00007386,0.00004098,0,0.0077,0.00539,0.000671455,0.000532208,0.0008452,0.0006494,0.07888225,0.058757136,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X154X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO300X150X14.2,A992Fy50,Box/Tube,0.3,0.15,0.0142,0.0142,0.01197,0.0001015,0.0001345,0.00004368,0,0.00852,0.00426,0.000896667,0.0005824,0.001132,0.0006835,0.106002002,0.06040797,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO300X150X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X140X20,A992Fy50,Box/Tube,0.2,0.14,0.02,0.02,0.012,0.00006221,0.0000592,0.0000324,0,0.008,0.0056,0.000592,0.000462857,0.00076,0.00058,0.070237692,0.051961524,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X168X16,A992Fy50,Box/Tube,0.24,0.168,0.016,0.016,0.01203,0.00009866,0.00009155,0.00005123,0,0.00768,0.005376,0.000762917,0.000609881,0.0009482,0.0007316,0.087236124,0.06525734,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X168X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO300X210X12.5,A992Fy50,Box/Tube,0.3,0.21,0.0125,0.0125,0.01213,0.0001662,0.0001519,0.00008643,0,0.0075,0.00525,0.001012667,0.000823143,0.001227,0.0009545,0.111904741,0.084411546,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO300X210X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO340X170X12.5,A992Fy50,Box/Tube,0.34,0.17,0.0125,0.0125,0.01213,0.0001371,0.0001791,0.00005918,0,0.0085,0.00425,0.001053529,0.000696235,0.001316,0.0008008,0.121511503,0.069848499,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO340X170X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X160X22.2,A992Fy50,Box/Tube,0.16,0.16,0.022200001,0.022200001,0.01224,0.00005809,0.00003973,0.00003973,0,0.007104,0.007104,0.000496625,0.000496625,0.0006378,0.0006378,0.056972932,0.056972932,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X160X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X140X16,A992Fy50,Box/Tube,0.28,0.14,0.016,0.016,0.01242,0.00008838,0.0001188,0.00003799,0,0.00896,0.00448,0.000848571,0.000542714,0.001083,0.0006488,0.097801929,0.055306204,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X140X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X130X17.5,A992Fy50,Box/Tube,0.26,0.13,0.0175,0.0175,0.01243,0.00007338,0.0001002,0.00003153,0,0.0091,0.00455,0.000770769,0.000485077,0.0009947,0.0005908,0.089783865,0.05036472,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X130X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X196X14.2,A992Fy50,Box/Tube,0.28,0.196,0.0142,0.0142,0.01271,0.0001482,0.0001361,0.00007698,0,0.007952,0.005566,0.000972143,0.00078551,0.001189,0.0009223,0.103479968,0.077824471,No,No,Blue,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X196X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X200X17.5,A992Fy50,Box/Tube,0.2,0.2,0.0175,0.0175,0.01278,0.0001064,0.00007157,0.00007157,0,0.007,0.007,0.0007157,0.0007157,0.000877,0.000877,0.074834193,0.074834193,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X200X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X126X25,A992Fy50,Box/Tube,0.18,0.126,0.025,0.025,0.0128,0.00004787,0.00004732,0.00002525,0,0.009,0.0063,0.000525778,0.000400794,0.0006995,0.0005267,0.060801933,0.044414595,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X126X25,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X180X20,A992Fy50,Box/Tube,0.18,0.18,0.02,0.02,0.0128,0.00008192,0.00005547,0.00005547,0,0.0072,0.0072,0.000616333,0.000616333,0.000772,0.000772,0.065830037,0.065830037,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X180X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X120X20,A992Fy50,Box/Tube,0.24,0.12,0.02,0.02,0.0128,0.0000605,0.00008491,0.00002603,0,0.0096,0.0048,0.000707583,0.000433833,0.000928,0.000544,0.081446877,0.045095385,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X120X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X240X14.2,A992Fy50,Box/Tube,0.24,0.24,0.0142,0.0142,0.01283,0.0001635,0.0001094,0.0001094,0,0.006816,0.006816,0.000911667,0.000911667,0.001087,0.001087,0.092341161,0.092341161,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X240X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO320X160X14.2,A992Fy50,Box/Tube,0.32,0.16,0.0142,0.0142,0.01283,0.000125,0.000165,0.00005384,0,0.009088,0.004544,0.00103125,0.000673,0.001298,0.0007855,0.113404071,0.06477974,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO320X160X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO360X180X12.5,A992Fy50,Box/Tube,0.36,0.18,0.0125,0.0125,0.01288,0.0001645,0.0002142,0.000071,0,0.009,0.0045,0.00119,0.000788889,0.001483,0.0009039,0.128959043,0.074245689,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO360X180X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO320X224X12.5,A992Fy50,Box/Tube,0.32,0.224,0.0125,0.0125,0.01298,0.0002037,0.0001859,0.000106,0,0.008,0.0056,0.001161875,0.000946429,0.001405,0.001094,0.1196747,0.090368191,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO320X224X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X220X16,A992Fy50,Box/Tube,0.22,0.22,0.016,0.016,0.01306,0.0001358,0.00009111,0.00009111,0,0.00704,0.00704,0.000828273,0.000828273,0.001001,0.001001,0.083524029,0.083524029,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X220X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X168X17.5,A992Fy50,Box/Tube,0.24,0.168,0.0175,0.0175,0.01306,0.0001052,0.00009805,0.00005464,0,0.0084,0.00588,0.000817083,0.000650476,0.001022,0.0007869,0.086646737,0.064682047,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X168X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X140X22.2,A992Fy50,Box/Tube,0.2,0.14,0.022200001,0.022200001,0.01312,0.00006589,0.00006332,0.0000344,0,0.00888,0.006216,0.0006332,0.000491429,0.0008213,0.0006245,0.069470998,0.051204992,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X182X16,A992Fy50,Box/Tube,0.26,0.182,0.016,0.016,0.01312,0.000128,0.0001184,0.00006649,0,0.00832,0.005824,0.000910769,0.000730659,0.001126,0.0008706,0.094996791,0.071188731,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X182X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X154X20,A992Fy50,Box/Tube,0.22,0.154,0.02,0.02,0.01336,0.00008602,0.00008125,0.00004474,0,0.0088,0.00616,0.000738636,0.000581039,0.00094,0.0007196,0.077984529,0.057868838,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X154X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO300X150X16,A992Fy50,Box/Tube,0.3,0.15,0.016,0.016,0.01338,0.0001109,0.0001482,0.00004768,0,0.0096,0.0048,0.000988,0.000635733,0.001256,0.0007546,0.105243685,0.05969529,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO300X150X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X140X17.5,A992Fy50,Box/Tube,0.28,0.14,0.0175,0.0175,0.01348,0.000094,0.0001274,0.00004039,0,0.0098,0.0049,0.00091,0.000577,0.001168,0.0006967,0.097216452,0.054738385,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X140X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X160X25,A992Fy50,Box/Tube,0.16,0.16,0.025,0.025,0.0135,0.00006151,0.00004241,0.00004241,0,0.008,0.008,0.000530125,0.000530125,0.0006913,0.0006913,0.05604892,0.05604892,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X160X25,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO380X190X12.5,A992Fy50,Box/Tube,0.38,0.19,0.0125,0.0125,0.01363,0.0001952,0.0002536,0.00008431,0,0.0095,0.00475,0.001334737,0.000887474,0.00166,0.001013,0.136403871,0.078648712,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO380X190X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO300X210X14.2,A992Fy50,Box/Tube,0.3,0.21,0.0142,0.0142,0.01368,0.0001847,0.0001693,0.00009598,0,0.00852,0.005964,0.001128667,0.000914095,0.001376,0.001068,0.111246263,0.083762055,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO300X210X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO340X170X14.2,A992Fy50,Box/Tube,0.34,0.17,0.0142,0.0142,0.01368,0.0001519,0.0001998,0.00006548,0,0.009656,0.004828,0.001175294,0.000770353,0.001476,0.0008946,0.120852237,0.069184895,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO340X170X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO340X238X12.5,A992Fy50,Box/Tube,0.34,0.238,0.0125,0.0125,0.01383,0.0002466,0.0002247,0.0001283,0,0.0085,0.00595,0.001321765,0.001078151,0.001594,0.001242,0.127464852,0.096316843,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO340X238X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X260X14.2,A992Fy50,Box/Tube,0.26,0.26,0.0142,0.0142,0.01396,0.0002109,0.0001411,0.0001411,0,0.007384,0.007384,0.001085385,0.001085385,0.001288,0.001288,0.100535814,0.100535814,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X260X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X130X20,A992Fy50,Box/Tube,0.26,0.13,0.02,0.02,0.014,0.00007965,0.0001105,0.00003424,0,0.0104,0.0052,0.00085,0.000526769,0.001108,0.000653,0.088841753,0.049454163,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X130X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO180X180X22.2,A992Fy50,Box/Tube,0.18,0.18,0.022200001,0.022200001,0.01401,0.00008723,0.00005931,0.00005931,0,0.007992,0.007992,0.000659,0.000659,0.0008347,0.0008347,0.06506462,0.06506462,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO180X180X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X120X22.2,A992Fy50,Box/Tube,0.24,0.12,0.022200001,0.022200001,0.01401,0.00006383,0.00009109,0.00002752,0,0.01066,0.005328,0.000759083,0.000458667,0.001005,0.0005845,0.080633643,0.044320551,No,No,Yellow,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X120X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X220X17.5,A992Fy50,Box/Tube,0.22,0.22,0.0175,0.0175,0.01418,0.0001453,0.0000976,0.0000976,0,0.0077,0.0077,0.000887273,0.000887273,0.001079,0.001079,0.082963448,0.082963448,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X220X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO280X196X16,A992Fy50,Box/Tube,0.28,0.196,0.016,0.016,0.01421,0.0001627,0.0001501,0.00008453,0,0.00896,0.006272,0.001072143,0.000862551,0.00132,0.001022,0.102776378,0.077127347,No,No,Green,0,0,Yes,1,1,1,1,1,1,1,1,TUBO280X196X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO260X182X17.5,A992Fy50,Box/Tube,0.26,0.182,0.0175,0.0175,0.01425,0.0001368,0.000127,0.00007106,0,0.0091,0.00637,0.000976923,0.000780879,0.001215,0.0009376,0.094404876,0.070616334,No,No,Gray8Dark,0,0,Yes,1,1,1,1,1,1,1,1,TUBO260X182X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X240X16,A992Fy50,Box/Tube,0.24,0.24,0.016,0.016,0.01434,0.0001798,0.0001205,0.0001205,0,0.00768,0.00768,0.001004167,0.001004167,0.001206,0.001206,0.091668252,0.091668252,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X240X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO320X160X16,A992Fy50,Box/Tube,0.32,0.16,0.016,0.016,0.01434,0.0001369,0.0001821,0.0000589,0,0.01024,0.00512,0.001138125,0.00073625,0.001442,0.0008684,0.112688707,0.064088938,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO320X160X16,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO400X200X12.5,A992Fy50,Box/Tube,0.4,0.2,0.0125,0.0125,0.01438,0.0002295,0.0002976,0.00009919,0,0.01,0.005,0.001488,0.0009919,0.001848,0.001129,0.143858994,0.083052843,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO400X200X12.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X200X20,A992Fy50,Box/Tube,0.2,0.2,0.02,0.02,0.0144,0.0001166,0.00007872,0.00007872,0,0.008,0.008,0.0007872,0.0007872,0.000976,0.000976,0.07393691,0.07393691,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X200X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO200X140X25,A992Fy50,Box/Tube,0.2,0.14,0.025,0.025,0.0145,0.00006983,0.00006802,0.00003662,0,0.01,0.007,0.0006802,0.000523143,0.0008938,0.0006763,0.068491127,0.050254525,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO200X140X25,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO300X150X17.5,A992Fy50,Box/Tube,0.3,0.15,0.0175,0.0175,0.01453,0.0001182,0.0001592,0.00005079,0,0.0105,0.00525,0.001061333,0.0006772,0.001356,0.0008113,0.104673977,0.059122978,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO300X150X17.5,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO360X180X14.2,A992Fy50,Box/Tube,0.36,0.18,0.0142,0.0142,0.01453,0.0001825,0.0002392,0.00007868,0,0.01022,0.005112,0.001328889,0.000874222,0.001665,0.001011,0.128306241,0.073586707,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO360X180X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO220X154X22.2,A992Fy50,Box/Tube,0.22,0.154,0.022200001,0.022200001,0.01463,0.00009155,0.0000872,0.00004769,0,0.009768,0.006838,0.000792727,0.000619351,0.001019,0.000777,0.077203338,0.057094135,No,No,Red,0,0,Yes,1,1,1,1,1,1,1,1,TUBO220X154X22.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO320X224X14.2,A992Fy50,Box/Tube,0.32,0.224,0.0142,0.0142,0.01464,0.0002267,0.0002075,0.0001179,0,0.009088,0.006362,0.001296875,0.001052679,0.001576,0.001225,0.119052498,0.089740062,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO320X224X14.2,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO240X168X20,A992Fy50,Box/Tube,0.24,0.168,0.02,0.02,0.01472,0.0001152,0.0001082,0.00005988,0,0.0096,0.00672,0.000901667,0.000712857,0.001139,0.0008742,0.085735311,0.063780364,No,No,Magenta,0,0,Yes,1,1,1,1,1,1,1,1,TUBO240X168X20,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
TUBO160X160X28,A992Fy50,Box/Tube,0.16,0.16,0.028,0.028,0.01478,0.0000644,0.00004486,0.00004486,0,0.00896,0.00896,0.00056075,0.00056075,0.0007428,0.0007428,0.055092492,0.055092492,No,No,Cyan,0,0,Yes,1,1,1,1,1,1,1,1,TUBO160X160X28,c:\program files\computers and structures\sap2000 22\euro.pro,,Imported 7/31/2023 11:04:39 AM from Euro.pro
